area_type,availability,location,size,society,total_sqft,bath,balcony,price
10,Unavailable ,Anandapura,2,u,1000,2,1,55
2,Unavailable ,Bommasandra Industrial Area,2,u,1090,2,2,31.48
10,Ready To Move,TC Palaya,2,u,1200,2,0,60
6,Ready To Move,Budigere,3,PrityTr,1991,4,2,103
6,Unavailable ,Bommasandra,2,DSoodil,1060,2,1,26.5
6,Ready To Move,Ambalipura,2,SJarkte,1105,2,1,75
2,Ready To Move,Hoodi,2,Dhgraas,985,2,2,67
10,Ready To Move,Chandapura,6,u,1533,5,3,85
6,Unavailable ,Balagere,3,HiqueMa,1590,3,2,79
6,Ready To Move,CV Raman Nagar,2,Srshq T,1120,2,2,55
6,Ready To Move,Samethanahalli,2,SPontna,1069,2,1,55
6,Ready To Move,Marathahalli,3,Prionad,1933,3,2,140
2,Unavailable ,Hosur Road,2,PuendWe,1194,2,0,69
6,Ready To Move,Brookefield,2,Danna S,1150,2,3,69
6,Ready To Move,Yelenahalli,2,u,1240,2,2,47.12
6,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1419,2,2,48.1
10,Ready To Move,7th Phase JP Nagar,8,u,1200,8,0,250
6,Ready To Move,Richmond Town,3,Bltonin,2150,4,0,240
6,Ready To Move,Suddaguntepalya,3,MSanaer,1450,3,2,55
6,Unavailable ,Udayapur Village,3,Plowsri,1630,3,2,68.29
6,Ready To Move,Dasanapura,2,Tavenew,708,1,1,40
10,Ready To Move,Kasavanhalli,3,u,1000,4,3,110
10,Ready To Move,Whitefield,4,u,11890,4,3,700
6,Ready To Move,Bellandur,2,Ocavees,1250,2,1,76
6,Ready To Move,7th Phase JP Nagar,3,Brnia G,1400,2,1,95
6,Ready To Move,Sarjapur  Road,3,u,1670,2,3,57
6,Ready To Move,Ardendale,3,SoystAm,1750,3,2,100
6,Ready To Move,Vittasandra,2,Prlla C,1404,2,1,71
6,Ready To Move,Hoodi,3,SMaxyay,1715,2,2,95
2,Unavailable ,Electronic City,1,Prarkun,630,1,1,34.65
6,Ready To Move,Harlur,3,SosicCl,1752.12,3,2,135
6,Ready To Move,Hulimavu,3,u,1650,3,2,78
6,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1295,2,1,55.47
10,Ready To Move,Giri Nagar,3,Bancyri,1800,3,2,252
6,Unavailable ,Sarjapur  Road,2,PualeSk,1346,2,1,74.03
10,Ready To Move,Thippasandra,4,u,1200,4,2,200
6,Ready To Move,Hormavu,2,ElavuHo,1150,2,2,55
2,Ready To Move,Chikkabidarakallu,4,Gontyol,3309,4,3,325
6,Unavailable ,Chandapura,3,SunceEs,1190,2,2,30.35
6,Ready To Move,AECS Layout,3,DSutyng,1620,3,2,98
6,Unavailable ,Marathahalli,2,u,950,2,1,46.96
6,Ready To Move,1 Giri Nagar,11,Bancyri,5000,9,3,360
6,Ready To Move,Harlur,3,SrEndPo,2450,3,0,120
6,Unavailable ,Electronic City Phase II,3,Sryalan,1220,2,1,35.23
6,Ready To Move,Hoysalanagar,2,RKntsrt,850,2,1,30
2,Ready To Move,Padmanabhanagar,2,u,1020,2,2,63
2,Ready To Move,Chikkalasandra,2,u,1100,2,2,50
6,Ready To Move,Defence Colony,2,Vantspa,1150,2,2,126
6,Unavailable ,Hebbal,3,Mahosya,1760,2,2,130
6,Ready To Move,Ambalipura,3,u,1800,3,3,110
6,Ready To Move,Akshaya Nagar,2,u,1070,2,1,54
10,Ready To Move,2nd Stage Nagarbhavi,4,u,1500,4,2,220
10,Ready To Move,Vidyaranyapura,2,u,1440,2,0,95
6,Ready To Move,Amruthahalli,2,Prowsi ,900,2,1,40
2,Ready To Move,ITI Employees Layout,4,u,1200,4,1,230
6,Unavailable ,Whitefield,2,SMuilan,1130,2,1,42.16
6,Ready To Move,Koramangala,2,Proodt ,1320,2,1,165
6,Unavailable ,Kodigehalli,2,u,1270,2,1,98
2,Ready To Move,Patelappa Layout,2,Sryamar,1200,2,1,62
6,Ready To Move,Ring Road Nagarbhavi,4,u,4800,4,0,235
6,Ready To Move,NS Palya,2,u,1200,2,1,74
6,Ready To Move,Subramanyapura,2,Prldsri,929,2,0,50.17
2,Ready To Move,RMV 2nd Stage,4,LiaveEn,1150,4,2,260
10,Ready To Move,Basavangudi,4,u,1125,4,3,180
10,Ready To Move,Kenchenahalli,5,u,500,3,2,65
10,Ready To Move,3rd Block Hrbr Layout,5,Bemesrm,1200,5,2,190
6,Ready To Move,KUDLU MAIN ROAD,3,u,1464,3,2,56
6,Ready To Move,7th Phase JP Nagar,4,u,3600,4,3,400
10,Ready To Move,Bank Avenue,4,u,2000,4,2,99
6,Ready To Move,Chikkalasandra,2,u,1208,2,1,49
6,Ready To Move,Hebbal Kempapura,2,Vrensn ,1130,2,2,60
6,Ready To Move,Surabhi Layout,3,VDdonel,1753,3,2,120
6,Ready To Move,Old Madras Road,5,Brica E,4500,7,3,337
10,Ready To Move,Banjara Layout,3,u,600,3,2,58
6,Unavailable ,Hoodi,2,GoAirej,1196,2,2,94.42
2,Ready To Move,5th Phase JP Nagar,2,Prenty ,1150,3,3,52.5
6,Unavailable ,Electronic City,2,Prarkun,1128,2,1,63
6,Ready To Move,Omkar Nagar,2,Shinei ,1000,2,1,53
6,Ready To Move,Yelahanka,2,Apows M,1035,2,1,45
2,Ready To Move,Kereguddadahalli,2,u,950,2,1,32
6,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,36
6,Ready To Move,Whitefield,2,SVineun,1040,2,1,48.5
10,Unavailable ,Maragondanahalli,2,u,720,2,1,45
6,Ready To Move,Lingadheeranahalli,3,Soiewre,1511,3,1,95
2,Ready To Move,Silk Board,3,u,1300,3,1,58
6,Unavailable ,Hoodi,3,Caycend,1545,3,1,68.75
2,Ready To Move,Shampura,1,u,375,2,0,26
6,Ready To Move,Vidyaranyapura,2,u,1062,2,3,38
6,Ready To Move,Kada Agrahara,2,u,1115,2,1,40
6,Ready To Move,JP Nagar,2,DSvvyx ,1000,2,1,35
6,Unavailable ,Kambipura,2,Prrtht ,883,2,1,45
6,Unavailable ,Sarjapur  Road,2,Brareio,1195,2,1,70
10,Ready To Move,BHEL Layout,4,u,1200,3,1,165
2,Ready To Move,Medahalli,1,u,700,1,0,41
6,Ready To Move,Vittasandra,2,Prlla C,1246,2,1,67
10,Ready To Move,8th Phase JP Nagar,4,u,660,4,2,90
10,Ready To Move,Banashankari Stage III,4,u,8500,4,2,145
6,Ready To Move,Kashi Nagar,4,u,1600,4,1,80
6,Unavailable ,Haralur Road,4,SNnia E,2805,5,3,154
6,Ready To Move,Begur Road,3,u,1584,3,0,65
10,Ready To Move,Sector 7 HSR Layout,4,u,3000,5,1,275
2,Ready To Move,Hosur Road,3,u,1175,2,2,48
2,Unavailable ,"Yemlur, Old Airport Road, ",3,u,1595,3,2,115
6,Ready To Move,VHBCS Layout,2,OlarkLa,1353,2,2,110
6,Unavailable ,Electronic City,3,Prarkun,1599,3,2,125
6,Ready To Move,Whitefield,2,SuMTBPr,1150,2,1,70
6,Unavailable ,Jakkur,4,Lecco C,5230,6,1,465
6,Ready To Move,KR Puram,2,Jahidva,1155,2,2,42.74
2,Ready To Move,Ittamadu,1,u,1200,2,0,85
6,Unavailable ,Electronic City Phase II,2,u,1000,2,1,25
6,Ready To Move,Thanisandra,4,u,3000,4,0,120
2,Ready To Move,Rajiv Nagar,3,PuoodSk,1867,3,1,160
6,Unavailable ,Ramagondanahalli,2,ViistLa,1251,2,1,47
6,Unavailable ,Gattahalli,2,Arano M,1028,2,1,45.5
6,Ready To Move,Arekere,2,Amngsag,1222,2,2,45
6,Ready To Move,Bannerghatta Road,3,SNity S,1170,2,1,66
6,Ready To Move,Hebbal,3,Kacesh ,2400,4,1,245
6,Ready To Move,Ramanjaneyanagar,3,u,1385,2,2,48.48
6,Ready To Move,HSR Layout,2,SrisePo,1372,2,1,68
6,Ready To Move,Magadi Road,3,Bilya A,1282,2,2,49
6,Ready To Move,Mico Layout,9,Amsomun,5000,9,3,210
2,Ready To Move,7th Block Jayanagar,5,u,3000,3,1,528
6,Ready To Move,Kanakpura Road,2,Shdhia ,1135,2,1,39.73
2,Unavailable ,Whitefield,3,u,1768,3,2,101
2,Ready To Move,Byatarayanapura,3,Foconna,1325,2,1,90
6,Unavailable ,Electronic City,3,Prarkun,1599,3,2,99
10,Unavailable ,Whitefield,3,u,1500,3,1,61.95
10,Ready To Move,2nd Phase JP Nagar,3,u,2610,3,0,499
6,Ready To Move,Uttarahalli,2,u,1286,2,2,63
2,Ready To Move,Kammanahalli,5,u,2845,5,1,140
6,Ready To Move,K G Colony,3,Aincy R,1600,2,0,50
6,Unavailable ,Hennur Road,2,Shxorm ,1195,2,0,63.77
6,Ready To Move,Hebbal,3,Brium C,3450,5,2,260
6,Unavailable ,Munnekollal,2,Sadhii ,1102,2,2,53.67
6,Ready To Move,Yelahanka,2,Sahanra,1350,2,2,54
6,Ready To Move,Banashankari,3,u,1200,2,2,42
10,Ready To Move,Hosa Road,6,u,1300,6,0,145
10,Ready To Move,Herohalli,2,u,1800,1,1,80
2,Ready To Move,Chikkabanavar,2,u,950,2,1,40
6,Unavailable ,Kanakpura Road,1,PrarePa,525,1,1,27.25
2,Ready To Move,Attibele,2,Jae 2hu,656,2,1,25
10,Ready To Move,Marathahalli,4,u,1780,4,3,175
6,Ready To Move,3rd Block Hrbr Layout,2,Icncy R,1056,2,1,80
6,Unavailable ,Bannerghatta Road,1,Hiatei ,595,1,1,33.32
2,Ready To Move,Ittamadu,2,u,1080,2,2,50
6,Unavailable ,7th Phase JP Nagar,3,Puarero,2225,3,1,160
6,Unavailable ,Bommasandra,2,DSoodil,1126,2,1,28.15
6,Ready To Move,Electronics City Phase 1,3,GaicaVe,1490,3,1,84
10,Ready To Move,HRBR Layout,4,u,2000,4,1,300
6,Ready To Move,Sarjapur  Road,3,PuineSu,1550,3,3,100
6,Ready To Move,,3,Grare S,1600,3,2,86
2,Ready To Move,Ashwini layout,2,u,1160,2,1,55
2,Ready To Move,Whitefield,4,PrOakSi,4144,4,3,315
6,Ready To Move,Sarjapur  Road,3,Supleon,2100,3,2,125
6,Ready To Move,Vittasandra,2,Prlla C,1404,2,1,69.3
10,Ready To Move,Sarjapur  Road,4,LGestbo,2230,4,3,225
6,Ready To Move,Marathalli bridge,3,u,1544,3,0,120
6,Unavailable ,Banashankari Stage III,3,Pridsi ,1305,2,1,58.7
6,Ready To Move,Marathahalli,2,Aahts H,1230,2,2,80
10,Ready To Move,T.C PALYA,2,u,1200,2,0,65
6,Ready To Move,Harlur,3,u,1460,3,1,73
10,Immediate Possession,Sarjapur  Road,0,Asiss B,1200,0,0,34.185
2,Ready To Move,Gottigere,2,u,967,2,3,45
2,Ready To Move,Byatarayanapura,1,u,540,1,1,36
6,Unavailable ,Hormavu,1,Kolisl ,715,1,2,46
6,Ready To Move,Whitefield,3,Toindls,2500,3,2,313
6,Ready To Move,Dooravani Nagar,3,Puceswn,1578,3,1,180
6,Ready To Move,Mysore Road,2,u,1020,2,1,48.95
6,Ready To Move,Jigani,2,i1odsne,1020,2,1,40
6,Ready To Move,Koramangala,2,Ansna K,1253,2,1,102
6,Ready To Move,JCR Layout,2,ARnamru,1180,2,2,42
6,Ready To Move,Nehru Nagar,2,Veyalin,961,2,2,38
2,Ready To Move,Kanakapura,3,u,1419,3,3,75
6,Ready To Move,Harlur,3,SomonCi,1709,3,2,150
10,Ready To Move,Papareddipalya,2,u,1600,2,0,115
6,Unavailable ,Venkatapura,1,u,416,1,1,18.5
7,Ready To Move,Sanjay nagar,2,u,1100,2,2,98
6,Ready To Move,HSR Layout,3,u,1430,2,1,65
6,Ready To Move,Sneha Colony,2,Daill S,1260,2,2,45
2,Ready To Move,RMV Extension,3,DSureSi,1630,3,2,85
6,Unavailable ,Sarjapur  Road,3,Soini T,1249,3,2,44.71
6,Ready To Move,Kalena Agrahara,3,MancyRe,1450,2,3,85
6,Unavailable ,Konanakunte,3,Prasa W,2791,3,1,223
6,Ready To Move,Hosapalya,1,u,600,1,0,90
2,Ready To Move,Ashwini layout,1,Kaantth,834,1,1,60
10,Ready To Move,Doddagubbi,3,u,1125,4,1,70
6,Ready To Move,Arekere,3,u,2060,3,2,140
6,Unavailable ,Malleshwaram,7,u,12000,7,3,2200
2,Ready To Move,Gottigere,2,Drente ,891,2,1,25
6,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1133,2,1,49.07
2,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,37
6,Unavailable ,Sector 6 HSR Layout,4,u,3000,5,2,260
10,Ready To Move,Brookefield,4,u,2440,5,2,425
2,Ready To Move,Vidyaranyapura,2,u,1200,2,2,55
6,Ready To Move,Thanisandra,2,u,1075,2,2,45.8
6,Ready To Move,Kaggadasapura,2,u,1140,2,2,40
10,Ready To Move,Margondanahalli,5,u,940,4,2,150
10,Ready To Move,ITI Layout,6,u,2160,5,1,250
6,Ready To Move,Raja Rajeshwari Nagar,2,SGandea,1090,2,1,42
2,Ready To Move,R.T. Nagar,4,u,1500,4,1,70
6,Ready To Move,Whitefield,4,u,4104,4,2,360
6,Ready To Move,Whitefield,3,u,1790,3,0,100
6,Unavailable ,Hebbal,3,Mahosya,1920,3,2,134
2,Ready To Move,HRBR Layout,2,Eline P,1374,2,2,95
7,Ready To Move,Bannerghatta Road,3,u,1445,3,2,95
6,Unavailable ,Kanakapura,1,GoityEt,711,1,1,36
6,Ready To Move,Tumkur Road,3,SosonGa,1500,3,3,95
6,Ready To Move,Whitefield,3,Gotis A,1720,3,3,100
6,Ready To Move,Vasanthapura,3,u,1400,3,2,60
2,Ready To Move,Kundalahalli,2,u,1030,2,2,49
6,Ready To Move,Mysore Road,2,PrntaEn,1200,2,1,85
7,Unavailable ,Hosahalli,3,NSezeBr,1375,3,2,70
10,Ready To Move,Hegde Nagar,2,u,1050,1,0,56
6,Ready To Move,Jalahalli,3,Tahtsla,2250,3,2,160
6,Ready To Move,Bellandur,2,Sronda ,1000,2,2,50
6,Ready To Move,Jalahalli West,1,Prntsax,469,1,0,25
6,Ready To Move,Marathahalli,4,PueraRi,3800,4,3,250
6,Ready To Move,Kambipura,2,Prrtht ,883,2,1,29
6,Ready To Move,GM Palaya,3,Chnts A,1820,2,3,86
2,Ready To Move,Singasandra,3,u,1440,2,3,65
6,Ready To Move,near Ramanashree California resort,6,u,3600,4,1,160
2,Ready To Move,Malleshwaram,4,GaityEt,2500,5,2,325
6,Unavailable ,Mahadevpura,2,u,1225,2,2,48
10,Ready To Move,"6th block banashankari 3rd stage, 100 feet ORR",3,u,4000,3,1,660
7,Ready To Move,Chikkalasandra,2,u,875,2,3,52.8
6,Ready To Move,Jalahalli East,1,ShshaSa,750,1,2,40
6,Ready To Move,6th Phase JP Nagar,2,u,1180,2,3,80
6,Ready To Move,Haralur Road,2,u,1194,2,2,47
6,Ready To Move,Hennur Road,3,u,1500,2,2,62
6,Ready To Move,Poornapragna Housing Society Layout,2,u,1160,2,2,52.2
2,Ready To Move,Arekere,9,u,1336500,9,0,265
6,Ready To Move,Hosakerehalli,3,Taonte ,2378,3,1,262
6,Ready To Move,Sarjapur,2,Ahownve,1128,2,1,60
6,Ready To Move,Hebbal,3,Cevely ,1500,3,1,150
2,Unavailable ,Huskur,3,u,1220,2,1,35.23
6,Ready To Move,Sarjapur  Road,2,u,1210,2,2,58
6,Unavailable ,Kanakpura Road,3,PrarePa,1100,2,1,58
6,Ready To Move,Bommasandra,3,Vaodspe,1200,3,2,46
2,Unavailable ,Haralur Road,4,SNnia E,3385,5,0,260
6,Ready To Move,Nagondanahalli,3,DSldsen,1641,3,2,66
6,Ready To Move,Horamavu Agara,2,u,1200,2,1,45
6,Ready To Move,Raja Rajeshwari Nagar,2,NaonySy,1260,2,1,67.39
6,Ready To Move,Mahadevpura,3,u,1720,3,3,78
6,Ready To Move,Yelahanka,2,Rarthne,1120,2,0,48.13
6,Ready To Move,Yelahanka,2,Pyikad ,1210,2,1,45.98
2,Ready To Move,Indira Nagar,4,u,2200,4,2,200
6,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,45
2,Ready To Move,Thanisandra,3,Soitya ,1702,3,2,130
6,Ready To Move,Shanthala Nagar,2,Malex C,1630,2,2,200
6,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1141,2,2,38.55
6,Unavailable ,Shantiniketan Layout,3,u,2072,3,2,108
6,Unavailable ,JP Nagar,5,Pehtsa ,4400,0,0,375
2,Ready To Move,Herohalli,3,u,1200,2,0,70
6,Ready To Move,Teachers Colony,3,u,1350,3,0,77
2,Unavailable ,Bettahalsoor,4,Toainnt,3090,4,0,445
6,Unavailable ,Srinivasa Nagar,3,u,1180,2,2,78.34
2,Ready To Move,Yelahanka,3,Edreelm,35000,3,3,130
6,Ready To Move,Langford Town,2,u,1355,2,2,115
10,Ready To Move,Sulthangunta,1,u,600,1,0,50
10,Ready To Move,Hormavu,7,u,1200,7,0,150
6,Ready To Move,Bannerghatta Road,3,u,1640,2,1,120
10,Ready To Move,Byrathi Village,5,u,1200,5,0,100
6,Ready To Move,Kodichikkanahalli,3,u,1190,2,2,57
10,Ready To Move,OMBR Layout,4,u,2400,4,2,375
6,Ready To Move,Marathahalli,2,u,1019,2,2,49.85
6,Ready To Move,Ambedkar Colony,3,RMcesa ,1875,3,2,165
6,Unavailable ,Akshaya Nagar,3,u,1250,3,2,40
10,Ready To Move,Brookefield,3,Krreera,1200,3,2,140
6,Ready To Move,Whitefield,2,PaantPl,1140,2,1,56
6,Ready To Move,Lingadheeranahalli,3,Soiewre,1683,3,1,109
6,Ready To Move,Kaggadasapura,3,Golmsoy,1515,3,0,83.3
6,Unavailable ,Hoodi,4,Caycend,2118,4,2,111
2,Ready To Move,Bannerghatta Road,4,u,1380,3,0,58
6,Ready To Move,Varthur Road,2,u,1083,2,2,61.75
10,Ready To Move,Anjappa Layout,2,u,600,2,1,55
2,Ready To Move,Avalahalli,3,Sohea A,2300,3,3,120
6,Ready To Move,Prakruthi Nagar,2,MSvelek,1240,2,2,60
6,Ready To Move,Surabhi Layout,3,VDdonel,1750,3,1,120
6,Unavailable ,Sadaramangala,2,u,1230,2,0,43.48
10,Unavailable ,Anjanapura,3,u,1500,3,1,139
6,Ready To Move,Abbigere,2,SLtias ,985,2,1,40.39
10,Ready To Move,Tindlu,3,Hentye ,1500,2,1,87
2,Unavailable ,Electronic City,2,u,1125,2,1,32.49
2,Ready To Move,Maruthi Sevanagar,2,SMikaay,950,2,1,44
6,Unavailable ,JP Nagar,5,Pehtsa ,4400,0,0,548.5
6,Ready To Move,Kothanur,3,u,1580,3,3,76
10,Ready To Move,B Narayanapura,3,u,1092,2,1,98.5
2,Unavailable ,Electronic City Phase II,2,Sryalan,1090,2,1,28.34
2,Unavailable ,Hennur Road,3,u,2264,3,1,159
6,Unavailable ,Dommasandra,3,u,1033,2,2,25.53
6,Unavailable ,Kammasandra,2,Prony S,810,2,2,24.5
6,Ready To Move,Green Garden Layout,2,PaisePa,1045,2,0,45
6,Unavailable ,Hebbal,2,Arcia S,1337,2,1,82
6,Ready To Move,Chandapura,2,u,1200,2,2,32
6,Ready To Move,Koramangala,3,TealeRo,1580,3,2,160
6,Ready To Move,Begur Road,3,Dhalsh ,1500,2,3,54
6,Unavailable ,Whitefield,3,Umods W,1640,4,2,91
6,Ready To Move,Silver Springs Layout,3,SSarlPe,1570,3,2,62
6,Ready To Move,Gubbalala,3,MauilTr,1470,2,2,82
6,Ready To Move,Kengeri,2,u,1160,2,2,40.61
2,Ready To Move,7th Phase JP Nagar,2,Brnia G,1050,2,1,71
6,Unavailable ,Dairy Circle,3,Soeurri,1855,3,1,225
6,Ready To Move,Bannerghatta Road,3,SNity S,1460,2,1,90
2,Ready To Move,Hulimavu,3,u,1823,3,2,100
6,Ready To Move,Electronic City,2,Daives ,1094,2,2,42
6,Ready To Move,Budigere,2,PrityTr,1153,2,2,57
2,Ready To Move,Hoysalanagar,3,PNncysi,1325,3,1,57
10,Ready To Move,Parappana Agrahara,4,u,1200,3,2,85
2,Ready To Move,Jakkur,3,Socon Z,1590,2,2,125
10,Ready To Move,Jeevan bima nagar,5,u,1210,4,2,160
10,Ready To Move,Raja Rajeshwari Nagar,4,u,1200,4,0,220
6,Ready To Move,Narayana Nagar 1st Block,2,Krite D,1202,2,1,48
2,Ready To Move,Haralur Road,2,u,1202,2,1,53
6,Ready To Move,KSRTC Layout,2,Srisei ,1200,2,3,62.5
6,Unavailable ,Panathur,3,Prcesvy,1688,3,1,118
2,Ready To Move,Kaval Byrasandra,2,Soestrn,1020,2,1,52
6,Ready To Move,Sarjapur,2,Coa 3t ,1185,2,2,47
6,Unavailable ,Ramagondanahalli,2,ViistLa,1235,2,1,52.04
6,Ready To Move,Hosakerehalli,4,Taonte ,3205,5,1,500
6,Ready To Move,Banashankari,2,u,1077,2,2,37.64
6,Ready To Move,Kengeri Satellite Town,3,MB-laan,1415,2,3,66
6,Unavailable ,EPIP Zone,3,BrontLa,2330,3,2,162
6,Ready To Move,Whitefield,2,JahanSa,805,2,2,35
2,Ready To Move,P&T Colony,1,u,425,1,0,20.03
6,Ready To Move,Whitefield,2,DNlleks,1155,2,3,59.95
6,Ready To Move,Cunningham Road,4,u,5270,4,3,1250
6,Ready To Move,Anekal,2,u,656,2,1,22
2,Ready To Move,New Gurappana Palya,2,Alncy R,1100,2,0,48
6,Ready To Move,Mahadevpura,2,u,1150,2,3,52
10,Ready To Move,Chelekare,1,u,600,1,1,60
6,Ready To Move,Ambedkar Colony,2,RMcesa ,1468,2,1,140
10,Ready To Move,Palanahalli,4,RMaanSa,4300,5,2,550
6,Unavailable ,Whitefield,3,Prtates,2280,4,2,126
6,Ready To Move,Hegde Nagar,2,Soiniy ,1341,2,1,97
6,Ready To Move,Jakkur,2,u,1279,2,1,77
6,Unavailable ,Electronic City Phase II,4,SNbay G,2225,4,0,98.88
6,Ready To Move,Thanisandra,2,MenueNo,1185,2,2,43.51
6,Ready To Move,Vadarpalya,3,VMianri,1750,3,2,85
6,Ready To Move,Kudlu,2,GKityel,1152,2,1,53.5
10,Ready To Move,Shivanagar,5,u,1000,4,1,160
6,Ready To Move,Hulimavu,2,Jaise P,1300,2,3,36
10,Unavailable ,Varthur Road,4,u,2760,4,2,155
6,Unavailable ,5th Phase JP Nagar,2,u,1070,2,2,39
6,Ready To Move,Uttarahalli,2,Siayayo,1101,2,0,45
6,Ready To Move,V.V Puram,2,u,775,2,1,55
6,Ready To Move,Yeshwanthpur,1,IBityin,667,1,1,36.85
6,Ready To Move,Electronic City,2,GMown E,1070,2,1,55
2,Ready To Move,Old Airport Road,3,Trnce A,1875,2,2,110
6,Ready To Move,Kundalahalli,2,Dieldli,735,2,1,57.99
10,Ready To Move,Sarjapur,5,u,4360,4,1,90
6,Ready To Move,Koramangala,3,u,1750,3,2,130
6,Ready To Move,Marathahalli,2,PuilaMi,1215,2,1,67
10,Ready To Move,Sector 3 HSR Layout,9,u,600,9,3,190
6,Ready To Move,Vishwapriya Layout,2,Prodsth,820,2,1,30
6,Unavailable ,Banashankari Stage VI,2,Brens7 ,1160,2,0,59.935
6,Ready To Move,Battarahalli,3,PaontWa,1779,3,2,89.61
2,Ready To Move,HMT Layout,2,HMRWAyo,1105,2,2,58
2,Ready To Move,Basavanagara,1,u,10763.9,2,1,93
6,Ready To Move,Whitefield,3,UKkente,1650,3,2,60
6,Ready To Move,Jalahalli,2,Tahtsla,1694,2,2,150
6,Ready To Move,Hosakerehalli,3,Taonte ,2376,3,1,203
6,Ready To Move,Cox Town,3,u,1975,3,3,150
6,Ready To Move,Kammasandra,2,Icingpy,674,2,1,33
6,Ready To Move,Kaggadasapura,2,SLireap,1185,2,1,41
6,Ready To Move, Thanisandra,1,Bhmesy ,445,1,0,28
2,Ready To Move,Mylasandra,6,VaitySe,900,7,0,76
6,Ready To Move,HSR Layout,3,u,1475,3,2,75
6,Ready To Move,Gottigere,3,Sklls C,1618,3,3,82.5
6,Ready To Move,Koramangala,2,Vaanda ,1120,2,0,65
6,Ready To Move,Marathahalli,4,Sutte C,2181,3,2,152
10,Ready To Move,Vidyaranyapura,4,u,1200,4,0,90
10,Ready To Move,Nagondanahalli,6,u,600,4,3,65
6,Unavailable ,Bannerghatta Road,3,DSnjh S,1556,2,1,59.13
6,Unavailable ,Bannerghatta Road,2,Hiatei ,1179,2,1,66.02
6,Ready To Move,Thanisandra,2,Bhmesy ,1296,2,2,83
2,Ready To Move,Kaggadasapura,2,VSomepi,1275,2,2,52
2,Ready To Move,Kalasipalya,7,u,1875,2,2,300
6,Ready To Move,Kathriguppe,3,u,1400,2,2,77
6,Ready To Move,Gottigere,2,Krryll ,1222,2,1,63
6,Ready To Move,Electronic City,2,Palleon,940,2,1,41
6,Ready To Move,Thanisandra,2,MenueNo,1185,2,2,42.6
6,Ready To Move,Tumkur Road,3,Soite E,1779,3,2,112
6,Ready To Move,Begur Road,3,Dhalsh ,1615,3,2,59.76
6,Unavailable ,JP Nagar,4,Pehtsa ,4000,0,0,453
6,Ready To Move,Haralur Road,2,Zostaa ,1056,2,1,61
6,Ready To Move,7th Phase JP Nagar,2,u,1100,2,0,46
2,Ready To Move,Arekere,2,Prdowth,920,2,1,40
6,Ready To Move,ITI Layout,3,BMityre,1602,2,0,75
2,Ready To Move,Padmanabhanagar,2,u,1176,2,0,62
10,Ready To Move,HBR Layout,4,u,675,3,1,59
6,Ready To Move,Richmond Town,3,u,1352,3,0,135
2,Ready To Move,Kasavanhalli,3,HMonymp,1717,3,3,99
10,Unavailable ,4 Bedroom Farm House in Bagalur,4,u,10961,4,1,80
6,Unavailable ,Bhoganhalli,4,Rosha I,2119,4,3,111
6,Ready To Move,Vittasandra,2,Prlla C,1246,2,1,67.3
6,Unavailable ,Anandapura,2,ViensRK,1141,2,1,42.79
2,Ready To Move,Hennur Road,2,u,1157,2,1,84
6,Unavailable ,Chandapura,2,SuVue S,1025,2,2,27.68
2,Ready To Move,Yelahanka New Town,1,KHatsFl,650,1,2,33
6,Ready To Move,Hebbal,2,Prersis,1349,2,1,98
6,Ready To Move,Narayanapura,3,Veodsar,1566,3,1,83.3
6,Ready To Move,Sahakara Nagar,4,OsrdsOr,2830,3,3,195
2,Unavailable ,Electronic City,3,u,1320,2,1,38.13
6,Unavailable ,manyata park,3,u,1780,3,1,84.83
6,Ready To Move,Varthur,2,Hirio L,1091,2,1,34.9
6,Ready To Move,Rachenahalli,4,Leino C,3670,4,3,300
2,Ready To Move,7th Phase JP Nagar,2,u,918,2,1,50.49
6,Unavailable ,Yeshwanthpur,4,Detat H,1950,4,0,130
6,Ready To Move,Panathur,3,u,1695,3,1,90
6,Ready To Move,Yelahanka,3,Shana S,1705,3,2,95
2,Ready To Move,Kalyan nagar,3,Disical,1375,3,2,75
6,Unavailable ,Kanakpura Road,1,PrarePa,525,1,1,30
2,Unavailable ,Whitefield,2,u,1447,2,1,83
6,Ready To Move,Thanisandra,2,SLaceda,1114,2,1,39
6,Ready To Move,7th Phase JP Nagar,3,Brsiaen,1450,2,1,100
6,Ready To Move,Belathur,2,u,460,1,0,15
2,Ready To Move,Vasanthapura,2,u,1022,2,2,40
2,Ready To Move,Hebbal,2,Ratlet ,1000,2,2,45
6,Unavailable ,Electronic City,2,Prarkun,1128,2,1,68.75
6,Unavailable ,Kanakpura Road,2,Wiowsri,1180,2,2,57
2,Ready To Move,TC Palaya,6,u,1000,6,1,69
10,Ready To Move,Nagarbhavi,2,u,1200,2,1,150
6,Ready To Move,Sadashiva Nagar,3,u,3761,3,2,660
6,Ready To Move,Kanakpura Road,2,PuandHi,1339,2,3,75
6,Ready To Move,Yelachenahalli,3,u,1400,2,3,55
